outcome,observed_active,observed_post_3h,max_shifted_active,max_shifted_post_3h
long_arrival_delay,0.2526864560663009,0.2100395837766256,0.0042203487055993,0.0038742237258314
cancellation,0.0524314903832895,0.0444347686565036,4.574732750518666e-05,-0.0005773151002358
