log_loss,brier,auc,event_rate,arrivals,events,pr_auc,top_decile_lift,target,model,fold_month
0.24406419973390567,0.06245234836271837,0.6153599070170949,0.06664977956298589,165807,11051,0.10057159536581707,1.9475826448396902,long_arrival_delay,calendar_weather_demand,1
0.2310598492087203,0.05974080891907059,0.6650570545970301,0.06664977956298589,165807,11051,0.1747351493197858,2.887223701165588,long_arrival_delay,early_fusion_wad,1
0.23105984920880843,0.05974080891910516,0.6650570545970301,0.06664977956298589,165807,11051,0.1747351493197858,2.887223701165588,long_arrival_delay,residual_logistic_fusion,1
0.23411810431689808,0.0606061819805074,0.653337297419064,0.06664977956298589,165807,11051,0.13987790871214506,2.9316939940614057,long_arrival_delay,ds_fusion,1
0.2346866934283586,0.060693280707845035,0.6503714065151712,0.06664977956298589,165807,11051,0.13754975122429106,2.6981153287658546,long_arrival_delay,yager_fusion,1
0.2342428866501364,0.06067447123542477,0.6529130012141046,0.06664977956298589,165807,11051,0.13828142689866915,2.744233899831488,long_arrival_delay,acrf_no_async,1
0.23432821340021026,0.060673462388831735,0.6527240049663277,0.06664977956298589,165807,11051,0.1371844639356375,2.7718335411843915,long_arrival_delay,acrf_no_reliability,1
0.23422485473163174,0.06062204574322043,0.6519563295881441,0.06664977956298589,165807,11051,0.1386394090638648,2.8561908321710816,long_arrival_delay,full_acrf,1
0.2339898054789912,0.060598949041030324,0.6527718131706037,0.06664977956298589,165807,11051,0.1390348671505571,2.909997831293144,long_arrival_delay,full_acrf_eta,1
0.263530214221565,0.06965626597216792,0.6381782623464494,0.07643191259690556,152855,11683,0.13131884842328378,2.241450998697162,long_arrival_delay,calendar_weather_demand,2
0.2500012625163818,0.06617988332451864,0.6754362203708935,0.07643191259690556,152855,11683,0.20728977396623569,3.015196708142696,long_arrival_delay,early_fusion_wad,2
0.25000126251651733,0.06617988332456194,0.6754362203708935,0.07643191259690556,152855,11683,0.20728977396623569,3.015196708142696,long_arrival_delay,residual_logistic_fusion,2
0.2546415940864582,0.0674145110774585,0.6631923749541806,0.07643191259690556,152855,11683,0.1774813017627263,2.9346258362458113,long_arrival_delay,ds_fusion,2
0.25463890149685564,0.06739924658007618,0.6627207220616452,0.07643191259690556,152855,11683,0.1774089310274068,2.948860890034356,long_arrival_delay,yager_fusion,2
0.25437521714840255,0.06738115361499135,0.663383803203584,0.07643191259690556,152855,11683,0.1776773576990411,2.949572467180909,long_arrival_delay,acrf_no_async,2
0.2539811032499137,0.06722924433758345,0.664453539245525,0.07643191259690556,152855,11683,0.18200250252219471,2.9985247412767446,long_arrival_delay,acrf_no_reliability,2
0.2540751162646008,0.0672345132377626,0.663233110715886,0.07643191259690556,152855,11683,0.18222795732188457,2.9821643187180165,long_arrival_delay,full_acrf,2
0.25408559610465115,0.06726156719247295,0.6634976227512633,0.07643191259690556,152855,11683,0.1811753763308226,2.9842655094720465,long_arrival_delay,full_acrf_eta,2
0.2478985563075895,0.0650899965510753,0.658763937086308,0.07175414479945237,179683,12893,0.13929637198794217,2.352066294554783,long_arrival_delay,calendar_weather_demand,3
0.2325852776431998,0.06132697588779366,0.7159929334755633,0.07175414479945237,179683,12893,0.2259873704359191,3.4938113983873444,long_arrival_delay,early_fusion_wad,3
0.232585277643292,0.061326975887831224,0.7159929334755633,0.07175414479945237,179683,12893,0.2259873704359191,3.4938113983873444,long_arrival_delay,residual_logistic_fusion,3
0.23794705925334025,0.06280862717173802,0.7002702535142997,0.07175414479945237,179683,12893,0.19143590184207043,3.4076579794993394,long_arrival_delay,ds_fusion,3
0.23816699997803586,0.06283160141713781,0.6987851083582156,0.07175414479945237,179683,12893,0.18980763830162667,3.394166510194361,long_arrival_delay,yager_fusion,3
0.23797177066911554,0.06282865088712891,0.7000796250145094,0.07175414479945237,179683,12893,0.19071058193846716,3.387860059624241,long_arrival_delay,acrf_no_async,3
0.2372012455146598,0.0625711421422417,0.7010712701624299,0.07175414479945237,179683,12893,0.19476956089018974,3.4100550954021154,long_arrival_delay,acrf_no_reliability,3
0.23732479348657914,0.06258507526340171,0.699916814291466,0.07175414479945237,179683,12893,0.19465963702406636,3.4025071924527173,long_arrival_delay,full_acrf,3
0.23723752470505047,0.06258200119821794,0.7004140214764304,0.07175414479945237,179683,12893,0.19513331306446066,3.442309858062514,long_arrival_delay,full_acrf_eta,3
0.26556599139749976,0.0711425118064774,0.6632659364898997,0.07954506623534906,175586,13967,0.16262626925319074,2.308684158788583,long_arrival_delay,calendar_weather_demand,4
0.24513996536431143,0.06577158884219234,0.732067521093623,0.07954506623534906,175586,13967,0.2683640229019065,3.9433091204591086,long_arrival_delay,early_fusion_wad,4
0.24513996536428462,0.06577158884218076,0.732067521093623,0.07954506623534906,175586,13967,0.2683640229019065,3.9433091204591086,long_arrival_delay,residual_logistic_fusion,4
0.2516772006057803,0.06782211682502348,0.7148930788055394,0.07954506623534906,175586,13967,0.22585102283840486,3.4859589636014543,long_arrival_delay,ds_fusion,4
0.2527965631410878,0.06806254903200339,0.7082350248795174,0.07954506623534906,175586,13967,0.21971949584485106,3.4729572881884585,long_arrival_delay,yager_fusion,4
0.2517845073812817,0.06785401572180591,0.7140578886246374,0.07954506623534906,175586,13967,0.2242326511988472,3.488146807770406,long_arrival_delay,acrf_no_async,4
0.25120697524848534,0.06764393189803372,0.7151879688930534,0.07954506623534906,175586,13967,0.2308478370775812,3.480829229290884,long_arrival_delay,acrf_no_reliability,4
0.25134802646995186,0.06765905950708055,0.7139701000540163,0.07954506623534906,175586,13967,0.23100050160452565,3.4675302506459658,long_arrival_delay,full_acrf,4
0.2508548285541106,0.06756557288038886,0.715717034487678,0.07954506623534906,175586,13967,0.23212625831329922,3.4894957273984675,long_arrival_delay,full_acrf_eta,4
0.3023691420667357,0.0857173890993631,0.7165102925702089,0.1023162364001668,184653,18893,0.2587176205693178,2.8600820451730886,long_arrival_delay,calendar_weather_demand,5
0.2772602957238803,0.07766443711153194,0.7652435871582844,0.1023162364001668,184653,18893,0.3580096276366736,4.209482727666085,long_arrival_delay,early_fusion_wad,5
0.27726029572404026,0.0776644371115885,0.7652435871582844,0.1023162364001668,184653,18893,0.3580096276366736,4.209482727666085,long_arrival_delay,residual_logistic_fusion,5
0.2863411490229928,0.08087012638148178,0.7462312162305216,0.1023162364001668,184653,18893,0.32496406800809485,3.8883895812750695,long_arrival_delay,ds_fusion,5
0.2866226431450741,0.08094685306006419,0.7440377334805827,0.1023162364001668,184653,18893,0.32112846387949306,3.858328138690729,long_arrival_delay,yager_fusion,5
0.2855427016014895,0.08058451510481887,0.7464704642809629,0.1023162364001668,184653,18893,0.32581286129977133,3.9564035262722888,long_arrival_delay,acrf_no_async,5
0.28502665446196684,0.08040433138674959,0.7480148102645522,0.1023162364001668,184653,18893,0.32658477151216786,4.024556174975521,long_arrival_delay,acrf_no_reliability,5
0.2852535805794755,0.08047103758556436,0.7470092275780064,0.1023162364001668,184653,18893,0.32543337339855005,4.030091642058518,long_arrival_delay,full_acrf,5
0.28490250725712785,0.08034842673020047,0.7476896501906591,0.1023162364001668,184653,18893,0.33093991125776545,4.030990661585935,long_arrival_delay,full_acrf_eta,5
0.34810204406730105,0.10195644971246151,0.686594648443586,0.12076779668280975,186664,22543,0.2127645293599656,2.0074926174152163,long_arrival_delay,calendar_weather_demand,6
0.327151481313968,0.09509360521488616,0.7371755692071269,0.12076779668280975,186664,22543,0.316180586086261,3.4298999574046474,long_arrival_delay,early_fusion_wad,6
0.327151481314021,0.0950936052148629,0.7371755692071269,0.12076779668280975,186664,22543,0.316180586086261,3.4298999574046474,long_arrival_delay,residual_logistic_fusion,6
0.3336755496903036,0.0971160586411219,0.714119372393346,0.12076779668280975,186664,22543,0.2839479388148309,3.106904749462063,long_arrival_delay,ds_fusion,6
0.3336222228836155,0.09712595355405891,0.7134524434953905,0.12076779668280975,186664,22543,0.28188948950034687,3.062644918091956,long_arrival_delay,yager_fusion,6
0.3329043456900591,0.09679403621397044,0.7150058086850367,0.12076779668280975,186664,22543,0.2866540481207766,3.1914322512848767,long_arrival_delay,acrf_no_async,6
0.3319093117884015,0.09638784314514137,0.7180291516670337,0.12076779668280975,186664,22543,0.29507394833015455,3.2778056955604744,long_arrival_delay,acrf_no_reliability,6
0.33212236766919717,0.0964205167108273,0.7165813330318711,0.12076779668280975,186664,22543,0.29474632991839206,3.260131533073337,long_arrival_delay,full_acrf,6
0.33210915570633603,0.09641204118708137,0.7165768311422082,0.12076779668280975,186664,22543,0.2956138257755893,3.2778795427889365,long_arrival_delay,full_acrf_eta,6
0.36099256422765297,0.10652928886418757,0.6940900956541975,0.12670740660317853,193422,24508,0.2326987998712222,2.151194103502329,long_arrival_delay,calendar_weather_demand,7
0.34235650010961693,0.10008380023332418,0.7297819544657906,0.12670740660317853,193422,24508,0.31108024284487495,3.255709802565612,long_arrival_delay,early_fusion_wad,7
0.3423565001097336,0.10008380023335008,0.7297819544657906,0.12670740660317853,193422,24508,0.31108024284487495,3.255709802565612,long_arrival_delay,residual_logistic_fusion,7
0.3483444138702715,0.10208207002438907,0.7112068971181426,0.12670740660317853,193422,24508,0.2811164077558063,2.8705941551763594,long_arrival_delay,ds_fusion,7
0.34864529336202643,0.10216828593050595,0.7096620297258591,0.12670740660317853,193422,24508,0.2785312760384517,2.8154672768011215,long_arrival_delay,yager_fusion,7
0.34778010360731054,0.10182820408712026,0.7125412044047034,0.12670740660317853,193422,24508,0.28477061978481,2.9815425048814985,long_arrival_delay,acrf_no_async,7
0.3465428895341442,0.10127685023829389,0.7143812661152585,0.12670740660317853,193422,24508,0.2946527398967098,3.1448059419800827,long_arrival_delay,acrf_no_reliability,7
0.3466684008055457,0.10128129768220219,0.7132736373212027,0.12670740660317853,193422,24508,0.29482970705705547,3.1525713733593674,long_arrival_delay,full_acrf,7
0.34660442507787875,0.10126232081643732,0.7137476581428056,0.12670740660317853,193422,24508,0.2949252882272705,3.181193199439866,long_arrival_delay,full_acrf_eta,7
0.2910940355415051,0.08054047312371189,0.6736523510802906,0.09135880377350418,186988,17083,0.16161517609866968,2.0878492831246382,long_arrival_delay,calendar_weather_demand,8
0.2746598070491513,0.07601531774263369,0.7205402329581057,0.09135880377350418,186988,17083,0.25648736723339316,3.4375067178535472,long_arrival_delay,early_fusion_wad,8
0.2746598070491618,0.07601531774263062,0.7205402329581057,0.09135880377350418,186988,17083,0.25648736723339316,3.4375067178535472,long_arrival_delay,residual_logistic_fusion,8
0.27856121143465323,0.07716847891637187,0.7064076537683441,0.09135880377350418,186988,17083,0.22133759737452108,3.347571978905435,long_arrival_delay,ds_fusion,8
0.27855853093245286,0.077128560889122,0.7050192128070826,0.09135880377350418,186988,17083,0.22153369891592634,3.381289613576363,long_arrival_delay,yager_fusion,8
0.2778043951851595,0.07688999127658495,0.7072098736948226,0.09135880377350418,186988,17083,0.22715735883278676,3.3844227625278425,long_arrival_delay,acrf_no_async,8
0.27693019860903484,0.07652040713625638,0.7089059432396481,0.09135880377350418,186988,17083,0.2384322470196663,3.3353386081009484,long_arrival_delay,acrf_no_reliability,8
